session,participant,period,menu,displayed_first,choice
20211006_1430,xleira1s,3,25,q,q
20211006_1430,k5qjtrxf,4,6,p,q
20211006_1430,kki23sm3,4,2,q,q
20211006_1430,ivlmusw9,4,14,p,q
20211006_1430,bqqi8g8i,4,15,p,q
20211006_1430,uqucl6cz,4,23,p,q
20211006_1430,dq31a15z,4,5,p,q
20211006_1430,xvaeh4uu,4,3,q,q
20211006_1430,2z3t80j3,4,16,q,q
20211006_1430,2f3nbwhw,4,5,p,q
20211006_1430,uve3xn10,4,7,q,q
20211006_1430,akkimxbz,4,8,q,p
20211006_1430,xleira1s,4,13,p,p
20211006_1430,k5qjtrxf,5,21,q,q
20211006_1430,kki23sm3,5,22,q,q
20211006_1430,ivlmusw9,5,6,q,q
20211006_1430,bqqi8g8i,5,3,q,q
20211006_1430,uqucl6cz,5,4,p,q
20211006_1430,dq31a15z,5,9,p,q
20211006_1430,xvaeh4uu,5,24,q,q
20211006_1430,2z3t80j3,5,4,p,q
20211006_1430,2f3nbwhw,5,25,p,q
20211006_1430,uve3xn10,5,4,q,q
20211006_1430,akkimxbz,5,12,p,p
20211006_1430,xleira1s,5,1,p,q
20211006_1430,k5qjtrxf,6,7,q,q
20211006_1430,kki23sm3,6,11,p,q
20211006_1430,ivlmusw9,6,11,p,p
20211006_1430,bqqi8g8i,6,25,p,p
20211006_1430,uqucl6cz,6,13,p,q
20211006_1430,dq31a15z,6,6,q,q
20211006_1430,xvaeh4uu,6,2,p,q
20211006_1430,2z3t80j3,6,2,p,q
20211006_1430,2f3nbwhw,6,12,q,q
20211006_1430,uve3xn10,6,2,p,q
20211006_1430,akkimxbz,6,9,q,p
20211006_1430,xleira1s,6,7,q,q
20211006_1430,k5qjtrxf,7,15,q,q
20211006_1430,kki23sm3,7,20,q,p
20211006_1430,ivlmusw9,7,7,q,p
20211006_1430,bqqi8g8i,7,8,q,q
20211006_1430,uqucl6cz,7,22,p,q
20211006_1430,dq31a15z,7,3,p,q
20211006_1430,xvaeh4uu,7,21,q,q
20211006_1430,2z3t80j3,7,1,q,q
20211006_1430,2f3nbwhw,7,16,p,q
20211006_1430,uve3xn10,7,8,p,q
20211006_1430,akkimxbz,7,1,p,p
20211006_1430,xleira1s,7,3,q,q
20211006_1430,k5qjtrxf,8,17,p,p
20211006_1430,kki23sm3,8,21,p,q
20211006_1430,ivlmusw9,8,15,q,q
20211006_1430,bqqi8g8i,8,1,p,p
20211006_1430,uqucl6cz,8,8,p,q
20211006_1430,dq31a15z,8,2,q,q
20211006_1430,xvaeh4uu,8,12,q,q
20211006_1430,2z3t80j3,8,12,q,q
20211006_1430,2f3nbwhw,8,2,p,q
20211006_1430,uve3xn10,8,13,p,p
20211006_1430,akkimxbz,8,20,q,p
20211006_1430,xleira1s,8,20,q,p
20211006_1430,k5qjtrxf,9,13,q,q
20211006_1430,kki23sm3,9,12,p,q
20211006_1430,ivlmusw9,9,10,q,q
20211006_1430,bqqi8g8i,9,13,q,q
20211006_1430,uqucl6cz,9,20,q,p
20211006_1430,dq31a15z,9,13,q,q
20211006_1430,xvaeh4uu,9,15,q,q
20211006_1430,2z3t80j3,9,10,q,q
20211006_1430,2f3nbwhw,9,15,q,p
20211006_1430,uve3xn10,9,21,p,q
20211006_1430,akkimxbz,9,11,q,q
20211006_1430,xleira1s,9,19,q,p
20211006_1430,k5qjtrxf,10,3,q,q
20211006_1430,kki23sm3,10,9,q,q
20211006_1430,ivlmusw9,10,19,p,p
20211006_1430,bqqi8g8i,10,17,q,p
20211006_1430,uqucl6cz,10,18,q,q
20211006_1430,dq31a15z,10,1,p,q
20211006_1430,xvaeh4uu,10,5,p,q
20211006_1430,2z3t80j3,10,8,p,q
20211006_1430,2f3nbwhw,10,17,q,q
20211006_1430,uve3xn10,10,23,p,q
20211006_1430,akkimxbz,10,25,q,p
20211006_1430,xleira1s,10,22,q,p
20211006_1430,k5qjtrxf,11,8,q,q
20211006_1430,kki23sm3,11,8,q,q
20211006_1430,ivlmusw9,11,1,p,q
20211006_1430,bqqi8g8i,11,20,p,p
20211006_1430,uqucl6cz,11,19,q,p
20211006_1430,dq31a15z,11,24,p,q
20211006_1430,xvaeh4uu,11,1,p,q
20211006_1430,2z3t80j3,11,11,q,q
20211006_1430,2f3nbwhw,11,13,q,q
20211006_1430,uve3xn10,11,18,p,q
20211006_1430,akkimxbz,11,16,p,p
20211006_1430,xleira1s,11,11,q,q
20211006_1430,k5qjtrxf,12,11,p,q
20211006_1430,kki23sm3,12,13,q,q
20211006_1430,ivlmusw9,12,24,q,p
20211006_1430,bqqi8g8i,12,16,p,p
20211006_1430,uqucl6cz,12,6,p,q
20211006_1430,dq31a15z,12,12,p,q
20211006_1430,xvaeh4uu,12,6,q,q
20211006_1430,2z3t80j3,12,25,q,p
20211006_1430,2f3nbwhw,12,24,p,q
20211006_1430,uve3xn10,12,3,q,q
20211006_1430,akkimxbz,12,13,q,q
20211006_1430,xleira1s,12,16,q,q
20211006_1430,k5qjtrxf,13,16,p,q
20211006_1430,kki23sm3,13,7,p,q
20211006_1430,ivlmusw9,13,23,q,p
20211006_1430,bqqi8g8i,13,22,q,q
20211006_1430,uqucl6cz,13,14,p,q
20211006_1430,dq31a15z,13,4,q,q
20211006_1430,xvaeh4uu,13,25,p,q
20211006_1430,2z3t80j3,13,17,p,q
20211006_1430,2f3nbwhw,13,1,q,p
20211006_1430,uve3xn10,13,1,p,q
20211006_1430,akkimxbz,13,14,p,p
20211006_1430,xleira1s,13,9,q,p
20211006_1430,k5qjtrxf,14,4,q,q
20211006_1430,kki23sm3,14,15,p,q
20211006_1430,ivlmusw9,14,4,p,q
20211006_1430,bqqi8g8i,14,2,q,q
20211006_1430,uqucl6cz,14,1,p,q
20211006_1430,dq31a15z,14,22,q,q
20211006_1430,xvaeh4uu,14,10,q,q
20211006_1430,2z3t80j3,14,19,p,p
20211006_1430,2f3nbwhw,14,19,q,p
20211006_1430,uve3xn10,14,14,p,q
20211006_1430,akkimxbz,14,3,p,q
20211006_1430,xleira1s,14,4,q,q
20211006_1430,k5qjtrxf,15,1,q,q
20211006_1430,kki23sm3,15,6,q,q
20211006_1430,ivlmusw9,15,5,p,q
20211006_1430,bqqi8g8i,15,14,p,q
20211006_1430,uqucl6cz,15,15,p,q
20211006_1430,dq31a15z,15,17,p,q
20211006_1430,xvaeh4uu,15,20,q,p
20211006_1430,2z3t80j3,15,9,q,q
20211006_1430,2f3nbwhw,15,10,p,q
20211006_1430,uve3xn10,15,15,q,q
20211006_1430,akkimxbz,15,15,p,p
20211006_1430,xleira1s,15,17,q,q
20211006_1430,k5qjtrxf,16,10,q,q
20211006_1430,kki23sm3,16,1,q,q
20211006_1430,ivlmusw9,16,16,q,p
20211006_1430,bqqi8g8i,16,24,q,p
20211006_1430,uqucl6cz,16,12,p,q
20211006_1430,dq31a15z,16,16,q,q
20211006_1430,xvaeh4uu,16,18,p,q
20211006_1430,2z3t80j3,16,14,q,q
20211006_1430,2f3nbwhw,16,22,q,q
20211006_1430,uve3xn10,16,20,q,p
20211006_1430,akkimxbz,16,7,q,p
20211006_1430,xleira1s,16,8,q,q
20211006_1430,k5qjtrxf,17,18,q,q
20211006_1430,kki23sm3,17,17,p,q
20211006_1430,ivlmusw9,17,17,p,p
20211006_1430,bqqi8g8i,17,18,p,p
20211006_1430,uqucl6cz,17,5,p,q
20211006_1430,dq31a15z,17,20,q,p
20211006_1430,xvaeh4uu,17,9,p,q
20211006_1430,2z3t80j3,17,5,q,q
20211006_1430,2f3nbwhw,17,11,p,q
20211006_1430,uve3xn10,17,16,q,q
20211006_1430,akkimxbz,17,4,p,q
20211006_1430,xleira1s,17,10,q,q
20211006_1430,k5qjtrxf,18,9,q,q
20211006_1430,kki23sm3,18,3,p,q
20211006_1430,ivlmusw9,18,3,p,q
20211006_1430,bqqi8g8i,18,11,q,p
20211006_1430,uqucl6cz,18,16,q,q
20211006_1430,dq31a15z,18,7,p,q
20211006_1430,xvaeh4uu,18,16,q,q
20211006_1430,2z3t80j3,18,18,p,q
20211006_1430,2f3nbwhw,18,18,q,p
20211006_1430,uve3xn10,18,11,p,q
20211006_1430,akkimxbz,18,18,q,p
20211006_1430,xleira1s,18,12,q,q
20211006_1430,k5qjtrxf,19,24,p,q
20211006_1430,kki23sm3,19,10,q,q
20211006_1430,ivlmusw9,19,20,p,p
20211006_1430,bqqi8g8i,19,4,p,q
20211006_1430,uqucl6cz,19,17,p,p
20211006_1430,dq31a15z,19,19,p,p
20211006_1430,xvaeh4uu,19,7,q,q
20211006_1430,2z3t80j3,19,24,q,q
20211006_1430,2f3nbwhw,19,7,q,q
20211006_1430,uve3xn10,19,5,p,q
20211006_1430,akkimxbz,19,21,q,q
20211006_1430,xleira1s,19,21,p,q
20211006_1430,k5qjtrxf,20,19,q,p
20211006_1430,kki23sm3,20,25,q,p
20211006_1430,ivlmusw9,20,8,q,q
20211006_1430,bqqi8g8i,20,10,q,p
20211006_1430,uqucl6cz,20,25,p,q
20211006_1430,dq31a15z,20,14,p,q
20211006_1430,xvaeh4uu,20,4,q,q
20211006_1430,2z3t80j3,20,23,p,q
20211006_1430,2f3nbwhw,20,23,q,p
20211006_1430,uve3xn10,20,24,q,q
20211006_1430,akkimxbz,20,23,p,p
20211006_1430,xleira1s,20,14,p,q
20211006_1430,k5qjtrxf,21,22,q,q
20211006_1430,kki23sm3,21,24,q,q
20211006_1430,ivlmusw9,21,22,q,q
20211006_1430,bqqi8g8i,21,23,q,p
20211006_1430,uqucl6cz,21,24,p,q
20211006_1430,dq31a15z,21,8,p,q
20211006_1430,xvaeh4uu,21,19,q,p
20211006_1430,2z3t80j3,21,13,p,q
20211006_1430,2f3nbwhw,21,20,p,p
20211006_1430,uve3xn10,21,12,q,p
20211006_1430,akkimxbz,21,5,p,p
20211006_1430,xleira1s,21,5,p,p
20211006_1430,k5qjtrxf,22,12,q,q
20211006_1430,kki23sm3,22,14,p,q
20211006_1430,ivlmusw9,22,25,q,q
20211006_1430,bqqi8g8i,22,6,p,q
20211006_1430,uqucl6cz,22,9,p,q
20211006_1430,dq31a15z,22,18,q,q
20211006_1430,xvaeh4uu,22,11,p,q
20211006_1430,2z3t80j3,22,21,p,q
20211006_1430,2f3nbwhw,22,21,q,q
20211006_1430,uve3xn10,22,9,q,q
20211006_1430,akkimxbz,22,17,q,p
20211006_1430,xleira1s,22,18,q,q
20211006_1430,k5qjtrxf,23,5,q,q
20211006_1430,kki23sm3,23,16,p,q
20211006_1430,ivlmusw9,23,9,p,p
20211006_1430,bqqi8g8i,23,19,q,p
20211006_1430,uqucl6cz,23,10,q,q
20211006_1430,dq31a15z,23,23,q,q
20211006_1430,xvaeh4uu,23,8,p,q
20211006_1430,2z3t80j3,23,7,q,q
20211006_1430,2f3nbwhw,23,14,q,p
20211006_1430,uve3xn10,23,17,p,q
20211006_1430,akkimxbz,23,2,q,q
20211006_1430,xleira1s,23,2,p,q
20211006_1430,k5qjtrxf,24,25,q,q
20211006_1430,kki23sm3,24,4,q,q
20211006_1430,ivlmusw9,24,12,q,q
20211006_1430,bqqi8g8i,24,12,p,q
20211006_1430,uqucl6cz,24,11,p,q
20211006_1430,dq31a15z,24,10,q,q
20211006_1430,xvaeh4uu,24,17,p,q
20211006_1430,2z3t80j3,24,6,p,q
20211006_1430,2f3nbwhw,24,8,p,q
20211006_1430,uve3xn10,24,19,q,p
20211006_1430,akkimxbz,24,24,q,p
20211006_1430,xleira1s,24,24,q,q
20211006_1430,k5qjtrxf,25,23,p,p
20211006_1430,kki23sm3,25,5,p,q
20211006_1430,ivlmusw9,25,2,p,q
20211006_1430,bqqi8g8i,25,5,q,q
20211006_1430,uqucl6cz,25,7,p,p
20211006_1430,dq31a15z,25,11,q,q
20211006_1430,xvaeh4uu,25,13,q,q
20211006_1430,2z3t80j3,25,20,q,p
20211006_1430,2f3nbwhw,25,6,p,q
20211006_1430,uve3xn10,25,10,q,q
20211006_1430,akkimxbz,25,22,q,q
20211006_1430,xleira1s,25,23,p,q
20211011_1000,lualaqid,1,25,q,p
20211011_1000,icuf6r3i,1,14,p,p
20211011_1000,6q4v8zwn,1,3,q,q
20211011_1000,91o7t87s,1,4,q,p
20211011_1000,tw6ofzo6,1,22,p,q
20211011_1000,rz20kdvj,1,10,q,q
20211011_1000,gz2c6vox,1,15,p,q
20211011_1000,lualaqid,2,21,p,q
20211011_1000,icuf6r3i,2,23,q,p
20211011_1000,6q4v8zwn,2,15,q,p
20211011_1000,91o7t87s,2,3,q,q
20211011_1000,tw6ofzo6,2,25,q,q
20211011_1000,rz20kdvj,2,6,q,q
20211011_1000,gz2c6vox,2,6,q,q
20211011_1000,lualaqid,3,15,q,q
20211011_1000,icuf6r3i,3,22,p,q
20211011_1000,6q4v8zwn,3,22,p,q
20211011_1000,91o7t87s,3,9,p,q
20211011_1000,tw6ofzo6,3,6,p,q
20211011_1000,rz20kdvj,3,19,p,p
20211011_1000,gz2c6vox,3,25,q,p
20211011_1000,lualaqid,4,5,p,q
20211011_1000,icuf6r3i,4,3,q,q
20211011_1000,6q4v8zwn,4,16,q,q
20211011_1000,91o7t87s,4,5,p,p
20211011_1000,tw6ofzo6,4,7,q,q
20211011_1000,rz20kdvj,4,8,q,q
20211011_1000,gz2c6vox,4,13,p,q
20211011_1000,lualaqid,5,9,p,q
20211011_1000,icuf6r3i,5,24,q,p
20211011_1000,6q4v8zwn,5,4,p,q
20211011_1000,91o7t87s,5,25,p,p
20211011_1000,tw6ofzo6,5,4,q,p
20211011_1000,rz20kdvj,5,12,p,p
20211011_1000,gz2c6vox,5,1,p,q
20211011_1000,lualaqid,6,6,q,q
20211011_1000,icuf6r3i,6,2,p,q
20211011_1000,6q4v8zwn,6,2,p,q
20211011_1000,91o7t87s,6,12,q,q
20211011_1000,tw6ofzo6,6,2,p,q
20211011_1000,rz20kdvj,6,9,q,p
20211011_1000,gz2c6vox,6,7,q,q
20211011_1000,lualaqid,7,3,p,q
20211011_1000,icuf6r3i,7,21,q,q
20211011_1000,6q4v8zwn,7,1,q,q
20211011_1000,91o7t87s,7,16,p,p
20211011_1000,tw6ofzo6,7,8,p,q
20211011_1000,rz20kdvj,7,1,p,q
20211011_1000,gz2c6vox,7,3,q,q
20211011_1000,lualaqid,8,2,q,q
20211011_1000,icuf6r3i,8,12,q,p
20211011_1000,6q4v8zwn,8,12,q,q
20211011_1000,91o7t87s,8,2,p,q
20211011_1000,tw6ofzo6,8,13,p,q
20211011_1000,rz20kdvj,8,20,q,p
20211011_1000,gz2c6vox,8,20,q,p
20211011_1000,lualaqid,9,13,q,q
20211011_1000,icuf6r3i,9,15,q,p
20211011_1000,6q4v8zwn,9,10,q,q
20211011_1000,91o7t87s,9,15,q,p
20211011_1000,tw6ofzo6,9,21,p,q
20211011_1000,rz20kdvj,9,11,q,q
20211011_1000,gz2c6vox,9,19,q,p
20211011_1000,lualaqid,10,1,p,q
20211011_1000,icuf6r3i,10,5,p,p
20211011_1000,6q4v8zwn,10,8,p,q
20211011_1000,91o7t87s,10,17,q,p
20211011_1000,tw6ofzo6,10,23,p,p
20211011_1000,rz20kdvj,10,25,q,q
20211011_1000,gz2c6vox,10,22,q,q
20211011_1000,lualaqid,11,24,p,q
20211011_1000,icuf6r3i,11,1,p,p
20211011_1000,6q4v8zwn,11,11,q,q
20211011_1000,91o7t87s,11,13,q,q
20211011_1000,tw6ofzo6,11,18,p,p
20211011_1000,rz20kdvj,11,16,p,q
20211011_1000,gz2c6vox,11,11,q,q
20211011_1000,lualaqid,12,12,p,q
20211011_1000,icuf6r3i,12,6,q,q
20211011_1000,6q4v8zwn,12,25,q,p
20211011_1000,91o7t87s,12,24,p,p
20211011_1000,tw6ofzo6,12,3,q,q
20211011_1000,rz20kdvj,12,13,q,q
20211011_1000,gz2c6vox,12,16,q,q
20211011_1000,lualaqid,13,4,q,q
20211011_1000,icuf6r3i,13,25,p,p
20211011_1000,6q4v8zwn,13,17,p,p
20211011_1000,91o7t87s,13,1,q,p
20211011_1000,tw6ofzo6,13,1,p,q
20211011_1000,rz20kdvj,13,14,p,q
20211011_1000,gz2c6vox,13,9,q,q
20211011_1000,lualaqid,14,22,q,q
20211011_1000,icuf6r3i,14,10,q,p
20211011_1000,6q4v8zwn,14,19,p,p
20211011_1000,91o7t87s,14,19,q,p
20211011_1000,tw6ofzo6,14,14,p,p
20211011_1000,rz20kdvj,14,3,p,q
20211011_1000,gz2c6vox,14,4,q,q
20211011_1000,lualaqid,15,17,p,p
20211011_1000,icuf6r3i,15,20,q,p
20211011_1000,6q4v8zwn,15,9,q,q
20211011_1000,91o7t87s,15,10,p,q
20211011_1000,tw6ofzo6,15,15,q,q
20211011_1000,rz20kdvj,15,15,p,p
20211011_1000,gz2c6vox,15,17,q,q
20211011_1000,lualaqid,16,16,q,q
20211011_1000,icuf6r3i,16,18,p,p
20211011_1000,6q4v8zwn,16,14,q,q
20211011_1000,91o7t87s,16,22,q,q
20211011_1000,tw6ofzo6,16,20,q,p
20211011_1000,rz20kdvj,16,7,q,q
20211011_1000,gz2c6vox,16,8,q,q
20211011_1000,lualaqid,17,20,q,p
20211011_1000,icuf6r3i,17,9,p,p
20211011_1000,6q4v8zwn,17,5,q,q
20211011_1000,91o7t87s,17,11,p,q
20211011_1000,tw6ofzo6,17,16,q,q
20211011_1000,rz20kdvj,17,4,p,q
20211011_1000,gz2c6vox,17,10,q,q
20211011_1000,lualaqid,18,7,p,p
20211011_1000,icuf6r3i,18,16,q,p
20211011_1000,6q4v8zwn,18,18,p,q
20211011_1000,91o7t87s,18,18,q,p
20211011_1000,tw6ofzo6,18,11,p,p
20211011_1000,rz20kdvj,18,18,q,p
20211011_1000,gz2c6vox,18,12,q,p
20211011_1000,lualaqid,19,19,p,p
20211011_1000,icuf6r3i,19,7,q,q
20211011_1000,6q4v8zwn,19,24,q,q
20211011_1000,91o7t87s,19,7,q,q
20211011_1000,tw6ofzo6,19,5,p,q
20211011_1000,rz20kdvj,19,21,q,q
20211011_1000,gz2c6vox,19,21,p,q
20211011_1000,lualaqid,20,14,p,p
20211011_1000,icuf6r3i,20,4,q,p
20211011_1000,6q4v8zwn,20,23,p,q
20211011_1000,91o7t87s,20,23,q,p
20211011_1000,tw6ofzo6,20,24,q,q
20211011_1000,rz20kdvj,20,23,p,q
20211011_1000,gz2c6vox,20,14,p,q
20211011_1000,lualaqid,21,8,p,q
20211011_1000,icuf6r3i,21,19,q,p
20211011_1000,6q4v8zwn,21,13,p,p
20211011_1000,91o7t87s,21,20,p,p
20211011_1000,tw6ofzo6,21,12,q,q
20211011_1000,rz20kdvj,21,5,p,q
20211011_1000,gz2c6vox,21,5,p,q
20211011_1000,lualaqid,22,18,q,p
20211011_1000,icuf6r3i,22,11,p,q
20211011_1000,6q4v8zwn,22,21,p,q
20211011_1000,91o7t87s,22,21,q,p
20211011_1000,tw6ofzo6,22,9,q,q
20211011_1000,rz20kdvj,22,17,q,q
20211011_1000,gz2c6vox,22,18,q,q
20211011_1000,lualaqid,23,23,q,p
20211011_1000,icuf6r3i,23,8,p,p
20211011_1000,6q4v8zwn,23,7,q,p
20211011_1000,91o7t87s,23,14,q,q
20211011_1000,tw6ofzo6,23,17,p,q
20211011_1000,rz20kdvj,23,2,q,q
20211011_1000,gz2c6vox,23,2,p,q
20211011_1000,lualaqid,24,10,q,p
20211011_1000,icuf6r3i,24,17,p,p
20211011_1000,6q4v8zwn,24,6,p,p
20211011_1000,91o7t87s,24,8,p,q
20211011_1000,tw6ofzo6,24,19,q,p
20211011_1000,rz20kdvj,24,24,q,p
20211011_1000,gz2c6vox,24,24,q,p
20211011_1000,lualaqid,25,11,q,q
20211011_1000,icuf6r3i,25,13,q,q
20211011_1000,6q4v8zwn,25,20,q,p
20211011_1000,91o7t87s,25,6,p,q
20211011_1000,tw6ofzo6,25,10,q,q
20211011_1000,rz20kdvj,25,22,q,q
20211011_1000,gz2c6vox,25,23,p,q
20211011_1200,fkt0idrw,1,15,p,q
20211011_1200,4nfjsw26,1,8,p,q
20211011_1200,8146ibpz,1,19,p,p
20211011_1200,oa9qe2uy,1,8,p,q
20211011_1200,al37f6iv,1,22,q,q
20211011_1200,x27fok07,1,15,p,p
20211011_1200,sh2jndtq,1,3,q,q
20211011_1200,mx2jjjo0,1,9,p,q
20211011_1200,r58np4zf,1,22,p,q
20211011_1200,suj4f23a,1,11,q,q
20211011_1200,fkt0idrw,2,6,q,q
20211011_1200,4nfjsw26,2,5,p,q
20211011_1200,8146ibpz,2,12,p,q
20211011_1200,oa9qe2uy,2,12,p,p
20211011_1200,al37f6iv,2,2,p,p
20211011_1200,x27fok07,2,20,p,p
20211011_1200,sh2jndtq,2,9,q,q
20211011_1200,mx2jjjo0,2,25,p,q
20211011_1200,r58np4zf,2,25,q,p
20211011_1200,suj4f23a,2,20,q,p
20211011_1200,fkt0idrw,3,25,q,p
20211011_1200,4nfjsw26,3,12,p,q
20211011_1200,8146ibpz,3,11,q,q
20211011_1200,oa9qe2uy,3,15,p,p
20211011_1200,al37f6iv,3,23,q,q
20211011_1200,x27fok07,3,16,q,p
20211011_1200,sh2jndtq,3,13,q,p
20211011_1200,mx2jjjo0,3,6,p,q
20211011_1200,r58np4zf,3,19,q,p
20211011_1200,suj4f23a,3,14,q,p
20211011_1200,fkt0idrw,4,13,p,p
20211011_1200,4nfjsw26,4,2,p,q
20211011_1200,8146ibpz,4,16,p,q
20211011_1200,oa9qe2uy,4,23,p,p
20211011_1200,al37f6iv,4,25,p,q
20211011_1200,x27fok07,4,3,p,q
20211011_1200,sh2jndtq,4,24,q,p
20211011_1200,mx2jjjo0,4,7,p,q
20211011_1200,r58np4zf,4,15,q,q
20211011_1200,suj4f23a,4,15,q,q
20211011_1200,fkt0idrw,5,1,p,p
20211011_1200,4nfjsw26,5,11,q,q
20211011_1200,8146ibpz,5,8,p,p
20211011_1200,oa9qe2uy,5,20,p,q
20211011_1200,al37f6iv,5,14,q,q
20211011_1200,x27fok07,5,12,q,q
20211011_1200,sh2jndtq,5,15,p,p
20211011_1200,mx2jjjo0,5,2,p,q
20211011_1200,r58np4zf,5,2,p,q
20211011_1200,suj4f23a,5,12,q,q
20211011_1200,fkt0idrw,6,7,q,q
20211011_1200,4nfjsw26,6,10,p,q
20211011_1200,8146ibpz,6,21,q,q
20211011_1200,oa9qe2uy,6,2,q,p
20211011_1200,al37f6iv,6,15,p,q
20211011_1200,x27fok07,6,21,p,q
20211011_1200,sh2jndtq,6,23,q,q
20211011_1200,mx2jjjo0,6,3,q,q
20211011_1200,r58np4zf,6,8,p,q
20211011_1200,suj4f23a,6,3,q,q
20211011_1200,fkt0idrw,7,3,q,q
20211011_1200,4nfjsw26,7,16,q,q
20211011_1200,8146ibpz,7,2,q,q
20211011_1200,oa9qe2uy,7,7,q,q
20211011_1200,al37f6iv,7,16,p,q
20211011_1200,x27fok07,7,7,q,q
20211011_1200,sh2jndtq,7,16,q,q
20211011_1200,mx2jjjo0,7,10,q,q
20211011_1200,r58np4zf,7,16,q,q
20211011_1200,suj4f23a,7,2,q,q
20211011_1200,fkt0idrw,8,20,q,p
20211011_1200,4nfjsw26,8,13,p,q
20211011_1200,8146ibpz,8,23,q,q
20211011_1200,oa9qe2uy,8,5,q,p
20211011_1200,al37f6iv,8,4,q,q
20211011_1200,x27fok07,8,5,q,q
20211011_1200,sh2jndtq,8,6,p,p
20211011_1200,mx2jjjo0,8,22,p,q
20211011_1200,r58np4zf,8,11,q,q
20211011_1200,suj4f23a,8,6,q,q
20211011_1200,fkt0idrw,9,19,q,p
20211011_1200,4nfjsw26,9,20,p,p
20211011_1200,8146ibpz,9,9,q,q
20211011_1200,oa9qe2uy,9,18,q,q
20211011_1200,al37f6iv,9,20,q,p
20211011_1200,x27fok07,9,2,p,q
20211011_1200,sh2jndtq,9,12,p,p
20211011_1200,mx2jjjo0,9,13,p,q
20211011_1200,r58np4zf,9,9,q,q
20211011_1200,suj4f23a,9,23,p,q
20211011_1200,fkt0idrw,10,22,q,q
20211011_1200,4nfjsw26,10,6,p,q
20211011_1200,8146ibpz,10,6,p,q
20211011_1200,oa9qe2uy,10,19,p,p
20211011_1200,al37f6iv,10,5,p,q
20211011_1200,x27fok07,10,6,q,q
20211011_1200,sh2jndtq,10,8,q,p
20211011_1200,mx2jjjo0,10,20,q,p
20211011_1200,r58np4zf,10,6,q,q
20211011_1200,suj4f23a,10,19,q,p
20211011_1200,fkt0idrw,11,11,q,q
20211011_1200,4nfjsw26,11,25,q,q
20211011_1200,8146ibpz,11,13,p,q
20211011_1200,oa9qe2uy,11,25,p,p
20211011_1200,al37f6iv,11,6,q,q
20211011_1200,x27fok07,11,13,q,q
20211011_1200,sh2jndtq,11,25,q,p
20211011_1200,mx2jjjo0,11,8,q,q
20211011_1200,r58np4zf,11,1,p,q
20211011_1200,suj4f23a,11,17,q,p
20211011_1200,fkt0idrw,12,16,q,p
20211011_1200,4nfjsw26,12,15,p,q
20211011_1200,8146ibpz,12,24,p,q
20211011_1200,oa9qe2uy,12,9,q,p
20211011_1200,al37f6iv,12,12,q,q
20211011_1200,x27fok07,12,17,q,q
20211011_1200,sh2jndtq,12,14,q,p
20211011_1200,mx2jjjo0,12,18,q,q
20211011_1200,r58np4zf,12,24,p,q
20211011_1200,suj4f23a,12,7,q,q
20211011_1200,fkt0idrw,13,9,q,q
20211011_1200,4nfjsw26,13,3,q,q
20211011_1200,8146ibpz,13,4,q,q
20211011_1200,oa9qe2uy,13,1,p,p
20211011_1200,al37f6iv,13,8,q,q
20211011_1200,x27fok07,13,18,q,p
20211011_1200,sh2jndtq,13,2,p,q
20211011_1200,mx2jjjo0,13,4,q,q
20211011_1200,r58np4zf,13,21,p,q
20211011_1200,suj4f23a,13,22,q,q
20211011_1200,fkt0idrw,14,4,q,q
20211011_1200,4nfjsw26,14,19,p,p
20211011_1200,8146ibpz,14,20,q,p
20211011_1200,oa9qe2uy,14,13,p,p
20211011_1200,al37f6iv,14,13,q,q
20211011_1200,x27fok07,14,25,q,q
20211011_1200,sh2jndtq,14,20,p,p
20211011_1200,mx2jjjo0,14,21,p,q
20211011_1200,r58np4zf,14,13,p,q
20211011_1200,suj4f23a,14,9,q,q
20211011_1200,fkt0idrw,15,17,q,p
20211011_1200,4nfjsw26,15,21,p,q
20211011_1200,8146ibpz,15,5,q,q
20211011_1200,oa9qe2uy,15,6,p,p
20211011_1200,al37f6iv,15,11,q,q
20211011_1200,x27fok07,15,4,p,p
20211011_1200,sh2jndtq,15,17,p,p
20211011_1200,mx2jjjo0,15,14,p,q
20211011_1200,r58np4zf,15,5,p,q
20211011_1200,suj4f23a,15,18,q,q
20211011_1200,fkt0idrw,16,8,q,p
20211011_1200,4nfjsw26,16,18,p,q
20211011_1200,8146ibpz,16,18,q,q
20211011_1200,oa9qe2uy,16,24,q,p
20211011_1200,al37f6iv,16,3,q,q
20211011_1200,x27fok07,16,19,p,p
20211011_1200,sh2jndtq,16,22,p,q
20211011_1200,mx2jjjo0,16,1,p,q
20211011_1200,r58np4zf,16,12,p,q
20211011_1200,suj4f23a,16,10,q,q
20211011_1200,fkt0idrw,17,10,q,p
20211011_1200,4nfjsw26,17,9,p,q
20211011_1200,8146ibpz,17,25,p,p
20211011_1200,oa9qe2uy,17,14,q,p
20211011_1200,al37f6iv,17,9,q,p
20211011_1200,x27fok07,17,9,p,q
20211011_1200,sh2jndtq,17,11,q,q
20211011_1200,mx2jjjo0,17,11,q,q
20211011_1200,r58np4zf,17,4,q,p
20211011_1200,suj4f23a,17,13,p,q
20211011_1200,fkt0idrw,18,12,q,p
20211011_1200,4nfjsw26,18,14,q,q
20211011_1200,8146ibpz,18,7,q,q
